name,code,population
Tansa,IS,1704
Suhulet,IS,1394
Tatarusi,IS,1931
Iorcani,IS,869
Pietrosu,IS,1306
Uda,IS,1624
Valcica,IS,197
Todiresti,IS,3305
Baiceni,IS,404
Boldesti,IS,340
Harmanestii Noi,IS,672
Harmanestii Vechi,IS,1124
Stroesti,IS,423
Trifesti,IS,1652
Hermeziu,IS,907
Radeni,IS,715
Roscani,IS,683
Vladomira,IS,196
Zaboloteni,IS,561
Tibana,IS,547
Alexeni,IS,553
Domnita,IS,1002
Garbesti,IS,1823
Moara Ciornei,IS,140
Oproaia,IS,168
Poiana de Sus,IS,434
Poiana Manastirii,IS,444
Runcu,IS,486
Vadu Vejei,IS,223
Tibanesti,IS,2055
Glodenii Gandului,IS,2117
Griesti,IS,239
Jigoreni,IS,625
Rasboieni,IS,740
Recea,IS,203
Tungujei,IS,648
Valenii,IS,385
Tiganasi,IS,998
Carniceni,IS,1244
Mihail Kogalniceanu,IS,855
Stejarii,IS,334
Tutora,IS,1059
Chiperesti,IS,311
Opriseni,IS,661
Valea Seaca,IS,1782
Contesti,IS,1622
Topile,IS,2162
Victoria,IS,1374
Frasuleni,IS,263
Icuseni,IS,574
Luceni,IS,569
Sculeni,IS,244
Stanca,IS,488
Sendreni,IS,259
Vanatori,IS,1164
Crivesti,IS,1473
Gura Badilitei,IS,603
Hartoape,IS,1319
Vladnicut,IS,135
Vladeni,IS,1881
Alexandru cel Bun,IS,571
Borsa,IS,891
Brosteni,IS,346
Iacobeni,IS,323
Valcelele,IS,421
Voinesti,IS,2788
Lungani,IS,491
Schitu Stavnic,IS,438
Slobozia,IS,1376
Vocotesti,IS,204
Giurgiu,GR,74191
Slobozia,GR,2790
Buftea,IF,17257
Buciumeni,IF,2142
Oltenita,CL,31821
Mitreni,CL,1872
Clatesti,CL,765
Valea Rosie,CL,2456
Urziceni,IL,19303
Ciocarlia,IL,672
Cotorca,IL,237
Manasia,IL,4638
Adancata,IL,2137
Patru Frati,IL,1161
Adunatii-Copaceni,GR,3424
Darasti-Vlasca,GR,2442
Mogosesti,GR,538
Varlaam,GR,625
Afumati,IF,6478
Alexeni,IL,2431
Armasesti,IL,752
Barbulesti,IL,3753
Malu Rosu,IL,1850
Nenisori,IL,183
Axintele,IL,1909
Barbatescu,IL,222
Horia,IL,839
Balotesti,IF,5463
Dumbraveni,IF,275
Saftica,IF,985
Baneasa,GR,3635
Frasinu,GR,644
Pietrele,GR,1462
Sfantu Gheorghe,GR,370
Barcanesti,IL,1829
Condeesti,IL,2284
Belciugatele,CL,961
Candeasca,CL,396
Cojesti,CL,313
Mataraua,CL,40
Mariuta,CL,583
Berceni,IF,4128
Bolintin-Deal,GR,4224
Mihai Voda,GR,2039
Bolintin-Vale,GR,7052
Crivina,GR,928
Malu Spart,GR,2961
Suseni,GR,604
Brazii,IL,1126
Maia,IL,1991
Movileanca,IL,50
Rasimnicea,IL,468
Branesti,IF,6652
Islaz,IF,1265
Pasarea,IF,809
Vadu Anei,IF,33
Brezoaele,DB,1767
Brezoaia,DB,2455
Bucsani,GR,1147
Anghelesti,GR,163
Goleasca,GR,593
Obedeni,GR,399
Podisor,GR,617
Vadu Lat,GR,860
Uiesti,GR,468
Budesti,CL,4386
Aprozi,CL,1264
Buciumeni,CL,715
Crivat,CL,2747
Gruiu,CL,932
Bulbucata,GR,1153
Coteni,GR,24
Facau,GR,200
Teisori,GR,477
Butimanu,DB,1756
Barbuceanu,DB,117
Lucianca,DB,297
Ungureni,DB,315
Buturugeni,GR,2273
Padureni,GR,1597
Podu Ilfovatului,GR,18
Posta,GR,490
Calugareni,GR,1523
Branistari,GR,1243
Crucea de Piatra,GR,449
Hulubesti,GR,2102
Uzunu,GR,1657
Cascioarele,CL,2394
Cernica,IF,2319
Balaceanca,IF,2129
Caldararu,IF,1128
Posta,IF,608
Tanganu,IF,2547
Chirnogi,CL,8234
Chiselet,CL,3695
Ciocanesti,DB,2157
Cretu,DB,567
Decindea,DB,561
Urziceanca,DB,1116
Vizuresti,DB,1007
Ciolpani,IF,3000
Izvorani,IF,626
Luparia,IF,253
Piscu,IF,849
Ciorogarla,IF,3030
Darvari,IF,1670
Clejani,GR,1967
Neajlov,GR,565
Podu Doamnei,GR,582
Sterea,GR,356
Clinceni,IF,3698
Olteni,IF,1022
Ordoreanu,IF,0
Colibasi,GR,2680
Campurelu,GR,1546
Comana,GR,2237
Budeni,GR,965
Falastoaca,GR,1126
Gradistea,GR,1664
Vlad Tepes,GR,2043
Corbeanca,IF,1183
Ostratu,IF,321
Petresti,IF,408
Tamasi,IF,1390
Cornetu,IF,4281
Buda,IF,0
Cosereni,IL,4692
Boranesti,IL,2010
Sintesti,IL,291
Crevedia,DB,2486
Cocani,DB,585
Darza,DB,1869
Manastirea,DB,633
Samurcasi,DB,961
Crevedia Mare,GR,1676
Crevedia Mica,GR,999
Dealu,GR,1172
Gaiseanca,GR,552
Priboiu,GR,170
Sfantu Gheorghe,GR,475
Curcani,CL,5072
Salcioara,CL,74
Daia,GR,2467
Plopsoru,GR,1042
Dascalu,IF,1706
Creata,IF,146
Gagu,IF,447
Runcu,IF,89
Darasti-Ilfov,IF,3051
1 Decembrie,IF,5036
Copaceni,IF,3043
Domnesti,IF,5423
Teghes,IF,547
Dragomiresti-Vale,IF,1001
Dragomiresti-Deal,IF,2208
Zurbaua,IF,947
Dragoesti,IL,936
Chiroiu-Pamanteni,IL,55
Chiroiu-Satu Nou,IL,28
Chiroiu-Ungureni,IL,16
Valea Bisericii,IL,75
Dridu,IL,3527
Dridu-Snagov,IL,523
Moldoveni,IL,1516
Fierbinti-Targ,IL,1449
Fierbintii de Jos,IL,1408
Fierbintii de Sus,IL,2265
Grecii de Jos,IL,396
Stoenesti,GR,1902
Floresti,GR,4332
Palanca,GR,2760
Frasinet,CL,418
Curatesti,CL,156
Danesti,CL,433
Frasinetu de Jos,CL,406
Luptatori,CL,581
Tariceni,CL,43
Fratesti,GR,2794
Cetatea,GR,1039
Remus,GR,1996
Frumusani,CL,2207
Orasti,CL,332
Pasarea,CL,859
Padurisu,CL,820
Pitigaia,CL,97
Postavari,CL,578
Fundeni,CL,5481
Fundulea,CL,5928
Alexandru I. Cuza,CL,0
Gostilele,CL,800
Gaiseni,GR,2239
Carpenisu,GR,825
Cascioarele,GR,2201
Podu Popa Nae,GR,258
Ganeasa,IF,635
Cozieni,IF,694
Moara Domneasca,IF,592
Piteasca,IF,1362
Sindrilita,IF,925
Gaujani,GR,1682
Cetatuia,GR,288
Pietrisu,GR,1148
Ghimpati,GR,2698
Copaciu,GR,1261
Naipu,GR,1923
Valea Plopilor,GR,598
Garbovi,IL,4662
Gogosari,GR,1088
Draghiceanu,GR,199
Izvoru,GR,962
Ralesti,GR,245
Gostinu,GR,2768
Gostinari,GR,2026
Mironesti,GR,883
Gradinari,GR,1315
Tantava,GR,1334
Zorile,GR,1092
Gradistea,IF,1963
Sitaru,IF,944
Greaca,GR,2305
Putu Greci,GR,490
Zboiu,GR,405
Gruiu,IF,1980
Lipia,IF,2222
Santu Floresti,IF,570
Silistea Snagovului,IF,2346
Gurbanesti,CL,636
Codreni,CL,0
Cotofanca,CL,526
Preasna,CL,253
Preasna Veche,CL,0
Valea Presnei,CL,354
Hotarele,GR,5096
Herasti,GR,2129
Isvoarele,GR,1935
Milosesti,GR,281
Teiusu,GR,324
Iepuresti,GR,1331
Banesti,GR,142
Chirculesti,GR,113
Gorneni,GR,558
Stalpu,GR,294
Valter Maracineanu,GR,163
Ileana,CL,1010
Artari,CL,629
Florica,CL,663
Podari,CL,190
Rasurile,CL,31
Razoarele,CL,150
Satu Nou,CL,319
Stefanesti,CL,637
Vlaiculesti,CL,271
Ion Roata,IL,2228
Brosteni,IL,1406
Izvoarele,GR,1847
Chiriacu,GR,1982
Dimitrie Cantemir,GR,343
Petru Rares,GR,246
Radu Voda,GR,385
Valea Bujorului,GR,709
Jilavele,IL,3465
Slatioarele,IL,524
Joita,GR,2252
Bacu,GR,1386
Cosoba,GR,2490
Sabareni,GR,2600
Letca Noua,GR,1205
Letca Veche,GR,1417
Milcovatu,GR,1405
Luica,CL,1755
Valea Stanii,CL,673
Mihai Bravu,GR,2773
Mihailesti,GR,4226
Draganescu,GR,458
Novaci,GR,1367
Popesti,GR,1290
Manastirea,CL,3964
Coconi,CL,1188
Sultana,CL,1137
Marsa,GR,2890
Moara Vlasiei,IF,4080
Caciulati,IF,1649
Movilita,IL,2294
Bitina-Pamanteni,IL,64
Bitina-Ungureni,IL,114
Rosiori,IL,2107
Nana,CL,2753
Nicolae Balcescu,CL,1059
Fantana Doamnei,CL,451
Paicu,CL,109
Niculesti,DB,2383
Ciocanari,DB,1302
Movila,DB,793
Nuci,IF,750
Balta Neagra,IF,244
Merii Petchii,IF,1171
Micsunestii Mari,IF,778
Micsunestii-Moara,IF,478
Ogrezeni,GR,4091
Hobaia,GR,982
Oinacu,GR,2294
Branistea,GR,2014
Peris,IF,5476
Balteni,IF,431
Burias,IF,1501
Petrachioaia,IF,1344
Maineasca,IF,447
Surlari,IF,406
Vanatori,IF,435
Plataresti,CL,1835
Cucuieti,CL,686
Dorobantu,CL,1275
Podu Pitarului,CL,501
Prundu,GR,3944
Puieni,GR,1123
Putineiu,GR,1675
Hodivoaia,GR,528
Vieru,GR,1019
Radovanu,CL,5115
Valea Popii,CL,818
Rasuceni,GR,1915
Carapancea,GR,145
Cucuruzu,GR,1443
Satu Nou,GR,141
Roata de Jos,GR,2510
Cartojani,GR,3810
Roata Mica,GR,538
Sadina,GR,1437
Sarulesti,CL,634
Magureni,CL,75
Polcesti,CL,123
Sandulita,CL,564
Sarulesti-Gara,CL,1797
Satucu,CL,26
Solacolu,CL,295
Schitu,GR,421
Bila,GR,632
Camineasca,GR,835
Vlasin,GR,640
Sinesti,IL,1231
Boteni,IL,0
Catrunesti,IL,355
Hagiesti,IL,95
Lilieci,IL,671
Livedea,IL,45
Singureni,GR,1891
Cranguri,GR,954
Stejaru,GR,916
Slobozia Moara,DB,2438
Snagov,IF,1454
Cioflinceni,IF,929
Ghermanesti,IF,1770
Tancabesti,IF,1398
Vladiceasca,IF,147
Sohatu,CL,2279
Progresu,CL,1584
Spantov,CL,1271
Cetatea Veche,CL,875
Stancea,CL,2383
Stanesti,GR,1784
Balanu,GR,502
Ghizdaru,GR,698
Oncesti,GR,545
Stoenesti,GR,2318
Ianculesti,GR,294
Mirau,GR,225
Soldanu,CL,2376
Negoesti,CL,1060
Stefanestii de Jos,IF,2036
Cretuleasca,IF,226
Stefanestii de Sus,IF,1480
Tamadau Mare,CL,1050
Calareti,CL,395
Darvari,CL,131
Plumbuita,CL,526
Sacele,CL,97
Seinoiu,CL,286
Tamadau Mic,CL,152
Tartasesti,DB,2207
Baldana,DB,1984
Gulia,DB,1056
Tunari,IF,3455
Dimieni,IF,0
Ulmeni,CL,5542
Ulmi,GR,1142
Cascioarele,GR,242
Draganeasca,GR,615
Ghionea,GR,511
Icoana,GR,1032
Mosteni,GR,497
Poenari,GR,947
Trestieni,GR,2651
Valea Argovei,CL,1578
Lunca,CL,0
Ostrovu,CL,69
Silistea,CL,837
Vladiceasca,CL,317
Valea Dragului,GR,3624
Valea Macrisului,IL,1512
Grindasi,IL,633
Vasilati,CL,3529
Galbinasi,CL,3180
Nuci,CL,432
Popesti,CL,440
Varasti,GR,4355
Dobreni,GR,2265
Vedea,GR,3564
Malu,GR,3055
Vidra,IF,3677
Cretesti,IF,2683
Sintesti,IF,2143
Vanatorii Mici,GR,896
Corbeanca,GR,389
Cupele,GR,475
Izvoru,GR,939
Poiana lui Stanga,GR,707
Valcele,GR,180
Vanatorii Mari,GR,1482
Zadariciu,GR,213
Baia Mare,MM,148363
Blidari,MM,291
Firiza,MM,380
Valea Neagra,MM,171
Grosi,MM,1258
Ocolis,MM,469
Satu Nou de Jos,MM,752
Recea,MM,1026
Bozanta Mica,MM,388
Lapusel,MM,1323
Mocira,MM,752
Sasar,MM,1662
Tautii-Magheraus,MM,1967
Baita,MM,1870
Bozanta Mare,MM,606
Busag,MM,520
Merisor,MM,235
Nistru,MM,1146
Ulmoasa,MM,218
Sighetu Marmatiei,MM,38162
Iapa,MM,1600
Lazu Baciului,MM,628
Sugau,MM,762
Valea Cufundoasa,MM,1411
Valea Hotarului,MM,1622
Sarasau,MM,2444
Vadu Izei,MM,2336
Valea Stejarului,MM,591
Baia Sprie,MM,11735
Chiuzbaia,MM,723
Tautii de Sus,MM,2583
Satu Nou de Sus,MM,1018
Borsa,MM,26275
Baile Borsa,MM,1175
Cavnic,MM,5778
Targu Lapus,MM,6412
Boiereni,MM,572
Borcut,MM,1017
Cufoaia,MM,269
Damacuseni,MM,1017
Dobricu Lapusului,MM,140
Dumbrava,MM,247
Fantanele,MM,381
Groape,MM,90
Inau,MM,359
Razoare,MM,1131
Rogoz,MM,1620
Rohia,MM,884
Stoiceni,MM,164
Viseu de Sus,MM,15944
Viseu de Mijloc,MM,3223
Ardusat,MM,1762
Ariesu de Camp,MM,302
Coltirea,MM,400
Arinis,MM,700
Rodina,MM,190
Tamasesti,MM,382
Asuaju de Sus,MM,1318
Asuaju de Jos,MM,475
Baita de Sub Codru,MM,1678
Odesti,MM,569
Urmenis,MM,392
Baiut,MM,1935
Poiana Botizii,MM,374
Strambu-Baiut,MM,791
Basesti,MM,705
Saliste,MM,186
Stremt,MM,420
Bicaz,MM,764
Ciuta,MM,284
Corni,MM,485
Bistra,MM,1137
Crasna Viseului,MM,2011
Valea Viseului,MM,1754
Barsana,MM,4506
Nanesti,MM,818
Oncesti,MM,1644
Bocicoiu Mare,MM,804
Craciunesti,MM,1525
Lunca la Tisa,MM,1030
Tisa,MM,1322
Bogdan Voda,MM,2827
Bocicoel,MM,1124
Boiu Mare,MM,713
Francenii Boiului,MM,96
Prislop,MM,528
Romanesti,MM,118
Botiza,MM,2957
Poienile Izei,MM,1161
Budesti,MM,2948
Sarbi,MM,1040
Calinesti,MM,1616
Cornesti,MM,537
Valeni,MM,1513
Cernesti,MM,1093
Brebeni,MM,266
Ciocotis,MM,914
Fanate,MM,722
Izvoarele,MM,65
Magureni,MM,259
Trestia,MM,740
Cicarlau,MM,1804
Bargau,MM,305
Handalu Ilbei,MM,490
Ilba,MM,1501
Campulung la Tisa,MM,2498
Copalnic-Manastur,MM,847
Berinta,MM,793
Carpinis,MM,396
Copalnic,MM,747
Copalnic-Deal,MM,142
Curtuiusu Mic,MM,281
Fauresti,MM,816
Laschia,MM,560
Preluca Noua,MM,335
Preluca Veche,MM,465
Rusor,MM,299
Vad,MM,389
Coroieni,MM,599
Baba,MM,567
Dealu Mare,MM,403
Draghia,MM,264
Valenii Lapusului,MM,556
Cupseni,MM,931
Costeni,MM,573
Libotin,MM,1273
Ungureni,MM,1631
Desesti,MM,1057
Harnicesti,MM,709
Mara,MM,1117
Dragomiresti,MM,3510
Dumbravita,MM,1162
Carbunari,MM,617
Chechis,MM,969
Rus,MM,712
Sindresti,MM,636
Unguras,MM,489
Farcasa,MM,1693
Buzesti,MM,600
Sarbi,MM,540
Tamaia,MM,1000
Giulesti,MM,1291
Berbesti,MM,1771
Feresti,MM,507
Manastirea,MM,208
Ieud,MM,4492
Lapus,MM,3876
Leordina,MM,2818
Miresu Mare,MM,1535
Danestii Chioarului,MM,500
Iadara,MM,1058
Lucacesti,MM,692
Remeti pe Somes,MM,685
Stejera,MM,114
Tulghies,MM,781
Moisei,MM,8961
Oarta de Jos,MM,672
Oarta de Sus,MM,726
Ortita,MM,208
Ocna Sugatag,MM,1554
Breb,MM,1307
Hoteni,MM,406
Sat-Sugatag,MM,1299
Petrova,MM,2956
Poienile de Sub Munte,MM,10561
Remetea Chioarului,MM,1107
Berchez,MM,654
Berchezoaia,MM,541
Posta,MM,455
Remecioara,MM,265
Remeti,MM,2599
Piatra,MM,417
Teceu Mic,MM,225
Repedea,MM,4853
Rona de Jos,MM,2307
Rona de Sus,MM,4155
Costiui,MM,827
Rozavlea,MM,3552
Sieu,MM,2577
Ruscova,MM,5183
Satulung,MM,1437
Ariesu de Padure,MM,253
Fersig,MM,778
Finteusu Mic,MM,776
Hideaga,MM,543
Mogosesti,MM,739
Pribilesti,MM,730
Sacalaseni,MM,755
Catalina,MM,279
Coas,MM,1380
Coltau,MM,1583
Coruia,MM,781
Culcea,MM,639
Intrerauri,MM,108
Sacel,MM,4126
Salistea de Sus,MM,5814
Salsig,MM,1531
Gardani,MM,1671
Sapanta,MM,3318
Seini,MM,7774
Sabisa,MM,798
Viile Apei,MM,620
Stramtura,MM,3396
Glod,MM,827
Slatioara,MM,666
Suciu de Sus,MM,2456
Grosii Tiblesului,MM,2298
Larga,MM,537
Suciu de Jos,MM,1478
Sisesti,MM,1573
Bontaieni,MM,267
Cetatele,MM,702
Danesti,MM,646
Negreia,MM,565
Plopis,MM,512
Surdesti,MM,1451
Somcuta Mare,MM,3749
Buciumi,MM,869
Buteasa,MM,449
Ciolt,MM,605
Codru Butesii,MM,313
Finteusu Mare,MM,745
Hovrila,MM,342
Valenii Somcutei,MM,1007
Ulmeni,MM,1669
Arduzel,MM,980
Chelinta,MM,1279
Manau,MM,1179
Somes-Uileac,MM,967
Tohat,MM,266
Ticau,MM,685
Vicea,MM,419
Valea Chioarului,MM,710
Curtuiusu Mare,MM,435
Durusa,MM,107
Fericea,MM,489
Mesteacan,MM,447
Varai,MM,412
Vima Mica,MM,448
Aspra,MM,74
Dealu Corbului,MM,136
Jugastreni,MM,69
Peteritea,MM,320
Salnita,MM,312
Vima Mare,MM,498
Viseu de Jos,MM,5731
Drobeta-Turnu Severin,MH,108204
Gura Vaii,MH,1613
Dudasu Schelei,MH,636
Schela Cladovei,MH,4806
Simian,MH,3071
Cerneti,MH,3263
Dedovita Noua,MH,421
Dedovita Veche,MH,123
Dudasu,MH,1045
Erghevita,MH,365
Poroina,MH,280
Valea Copcii,MH,146
Baia de Arama,MH,2145
Bratilovu,MH,169
Brebina,MH,315
Dealu Mare,MH,99
Marasesti,MH,954
Negoesti,MH,911
Pistrita,MH,166
Stanesti,MH,443
Titerlesti,MH,422
Obarsia-Closani,MH,893
Godeanu,MH,210
Orsova,MH,16009
Strehaia,MH,7697
Ciochiuta,MH,1228
Comanda,MH,1384
Hurducesti,MH,278
Lunca Banului,MH,550
Slatinicu Mare,MH,397
Slatinicu Mic,MH,146
Menti,MH,142
Motruleni,MH,235
Stancesti,MH,267
Vanju Mare,MH,4229
Bucura,MH,422
Nicolae Balcescu,MH,1066
Orevita Mare,MH,1164
Traian,MH,764
Bala,MH,915
Bala de Sus,MH,660
Bratesul,MH,162
Brativoesti,MH,209
Campu Mare,MH,118
Carsu,MH,63
Comanesti,MH,196
Crainici,MH,450
Dalma,MH,431
Iupca,MH,151
Molani,MH,106
Rudina,MH,605
Runcusoru,MH,248
Sardanesti,MH,145
Vidimiresti,MH,223
Balta,MH,469
Coada Cornetului,MH,92
Costesti,MH,328
Gornovita,MH,307
Nevatu,MH,0
Prejna,MH,399
Sfodea,MH,137
Balacita,MH,1656
Dobra,MH,664
Gvardinita,MH,1711
Bacles,MH,639
Adunatii Teiului,MH,183
Bragleasa,MH,61
Corzu,MH,655
Giura,MH,111
Petra,MH,366
Podu Grosului,MH,299
Selistiuta,MH,302
Smadovita,MH,878
Vladica,MH,83
Balvanesti,MH,373
Balvanestii de Jos,MH,196
Calinestii de Jos,MH,46
Calinestii de Sus,MH,102
Parlagele,MH,563
Breznita-Motru,MH,1319
Cosovat,MH,176
Deleni,MH,35
Fauroaia,MH,214
Plai,MH,92
Talapanu,MH,45
Valea Teiului,MH,117
Breznita-Ocol,MH,1919
Jidostita,MH,1043
Magheru,MH,877
Susita,MH,311
Brosteni,MH,737
Capatanesti,MH,186
Luncsoara,MH,334
Lupsa de Jos,MH,612
Lupsa de Sus,MH,608
Meris,MH,580
Burila Mare,MH,893
Crivina,MH,880
Izvoru Frumos,MH,338
Tiganasi,MH,471
Vrancea,MH,320
Butoiesti,MH,480
Arginesti,MH,556
Buicesti,MH,573
Gura Motrului,MH,374
Jugastru,MH,328
Pluta,MH,533
Radutesti,MH,321
Tantaru,MH,361
Cazanesti,MH,200
Ercea,MH,306
Garbovatu de Sus,MH,391
Govodarva,MH,71
Ilovu,MH,210
Jignita,MH,145
Paltinisu,MH,152
Poiana,MH,215
Rosia,MH,123
Severinesti,MH,640
Suharu,MH,132
Valea Cosustei,MH,205
Ciresu,MH,268
Bunoaica,MH,256
Jupanesti,MH,95
Negrusa,MH,224
Corcova,MH,1071
Breta,MH,42
Cernaia,MH,328
Cordun,MH,616
Croica,MH,163
Garbovatu de Jos,MH,542
Imoasa,MH,453
Jirov,MH,1378
Maru Rosu,MH,255
Parvulesti,MH,104
Puscasu,MH,240
Stejaru,MH,467
Vladasesti,MH,227
Corlatel,MH,835
Valea Anilor,MH,677
Cujmir,MH,2763
Aurora,MH,860
Cujmiru Mic,MH,558
Devesel,MH,1476
Batoti,MH,356
Bistretu,MH,724
Dunarea Mica,MH,119
Scapau,MH,957
Tismana,MH,223
Darvari,MH,1718
Gemeni,MH,1403
Dumbrava de Jos,MH,234
Albulesti,MH,903
Dumbrava de Mijloc,MH,91
Dumbrava de Sus,MH,103
Golineasa,MH,45
Higiu,MH,341
Rocsoreni,MH,198
Valea Marcului,MH,243
Varodia,MH,59
Floresti,MH,233
Copacioasa,MH,492
Gardoaia,MH,760
Livezi,MH,85
Mosneni,MH,142
Pesteana,MH,161
Pestenuta,MH,113
Stroesti,MH,188
Zegujani,MH,691
Garla Mare,MH,3501
Vrata,MH,1928
Godeanu,MH,218
Marga,MH,95
Paunesti,MH,218
Siroca,MH,218
Gogosu,MH,1314
Balta Verde,MH,1420
Burila Mica,MH,997
Ostrovu Mare,MH,3479
Greci,MH,862
Baltanele,MH,476
Blidaru,MH,62
Salatruc,MH,255
Valea Petrii,MH,65
Visina,MH,24
Grozesti,MH,619
Carceni,MH,911
Pasarani,MH,369
Susita,MH,398
Gruia,MH,1827
Izvoarele,MH,1231
Poiana Gruii,MH,320
Hinova,MH,1012
Bistrita,MH,1370
Carjei,MH,50
Ostrovu Corbului,MH,471
Husnicioara,MH,326
Alunisul,MH,92
Baditesti,MH,247
Borogea,MH,114
Celnata,MH,127
Dumbravita,MH,13
Marmanu,MH,56
Opranesti,MH,173
Peri,MH,468
Priboiesti,MH,111
Selisteni,MH,278
Eselnita,MH,3154
Ilovat,MH,793
Budanesti,MH,213
Cracu Lung,MH,84
Dalbocita,MH,345
Firizu,MH,84
Racova,MH,225
Ilovita,MH,913
Bahna,MH,491
Moisesti,MH,209
Isverna,MH,805
Busesti,MH,309
Cerna-Varf,MH,268
Draghesti,MH,238
Giurgiani,MH,102
Nadanova,MH,240
Selistea,MH,551
Turtaba,MH,233
Izvoru Barzii,MH,714
Balotesti,MH,432
Halanga,MH,1239
Putinei,MH,268
Rascolesti,MH,157
Schinteiesti,MH,536
Schitu Topolnitei,MH,254
Jiana,MH,839
Cioroboreni,MH,1020
Danceu,MH,1360
Jiana Mare,MH,960
Jiana Veche,MH,1009
Livezile,MH,1280
Izvoralu de Jos,MH,381
Izvoru Anestilor,MH,370
Petris,MH,163
Stefan Odobleja,MH,239
Malovat,MH,1003
Bobaita,MH,510
Colibasi,MH,436
Lazu,MH,156
Negresti,MH,323
Barda,MH,416
23-Aug,MH,417
Obarsia de Camp,MH,1178
Izimsa,MH,1267
Oprisor,MH,2877
Prisaceaua,MH,668
Padina Mare,MH,442
Biban,MH,172
Iablanita,MH,539
Olteanca,MH,191
Padina Mica,MH,397
Slasoma,MH,800
Patulele,MH,4208
Viasu,MH,673
Baia Noua,MH,307
Dubova,MH,618
Eibenthal,MH,375
Podeni,MH,908
Gornenti,MH,281
Malarisca,MH,219
Ponoarele,MH,370
Baluta,MH,201
Baraiacu,MH,335
Branzeni,MH,99
Buicani,MH,106
Ceptureni,MH,160
Cracu Muntelui,MH,265
Delureni,MH,102
Gardaneasa,MH,333
Gheorghesti,MH,249
Ludu,MH,118
Proitesti,MH,134
Raiculesti,MH,117
Sipotu,MH,210
Valea Ursului,MH,108
Poroina Mare,MH,580
Fantanile Negre,MH,348
Stignita,MH,668
Sipotu,MH,172
Pristol,MH,1355
Cozia,MH,731
Prunisor,MH,803
Arvatesti,MH,85
Balota,MH,126
Baltanele,MH,45
Cervenita,MH,408
Dragotesti,MH,63
Fantana Domneasca,MH,370
Ghelmegioaia,MH,305
Garnita,MH,72
Gutu,MH,109
Igiroasa,MH,84
Lumnic,MH,175
Mijarca,MH,90
Prunaru,MH,40
Zegaia,MH,371
Punghina,MH,1323
Cearangu,MH,271
Drincea,MH,540
Magurele,MH,134
Recea,MH,1028
Satu Nou,MH,0
Rogova,MH,1375
Poroinita,MH,297
Salcia,MH,3876
Stangaceaua,MH,490
Barlogeni,MH,228
Breznicioara,MH,109
Ceranganul,MH,117
Fata Motrului,MH,195
Posta Veche,MH,71
Satu Mare,MH,302
Tarsa,MH,161
Svinita,MH,1281
Sisesti,MH,1027
Caramidaru,MH,140
Ciovarnasani,MH,494
Cocorova,MH,435
Craguesti,MH,566
Noaptesa,MH,807
Sovarna,MH,950
Ohaba,MH,404
Studina,MH,178
Tamna,MH,492
Boceni,MH,282
Colaret,MH,277
Cremenea,MH,412
Fata Cremenii,MH,272
Izvoralu,MH,460
Manu,MH,80
Pavat,MH,141
Plopi,MH,398
Valea Ursului,MH,929
Vanatori,MH,1357
Branistea,MH,1702
Goanta,MH,675
Rosiori,MH,1217
Vanjulet,MH,1627
Hotarani,MH,440
Vladaia,MH,866
Almajel,MH,939
Scorila,MH,423
Stircovita,MH,330
Voloiac,MH,539
Cotoroaia,MH,561
Lac,MH,192
Ruptura,MH,102
Sperlesti,MH,114
Titirigi,MH,87
Valea Buna,MH,474
Voloicel,MH,122
Targu Mures,MS,161216
Mureseni,MS,970
Remetea,MS,2259
Cristesti,MS,4690
Valureni,MS,932
Sancraiu de Mures,MS,4098
Nazna,MS,2029
Sangeorgiu de Mures,MS,7120
Cotus,MS,301
Tofalau,MS,21
Santana de Mures,MS,1836
Bardesti,MS,311
Chinari,MS,567
Curteni,MS,881
Sighisoara,MS,34537
Angofa,MS,4
Aurel Vlaicu,MS,120
Rora,MS,143
Soromiclea,MS,120
Venchi,MS,257
Viilor,MS,124
Hetiur,MS,865
Albesti,MS,3080
Barlibasoaia,MS,0
Boiu,MS,1544
Jacu,MS,22
Sapartoc,MS,55
Topa,MS,383
Valea Albestiului,MS,397
Valea Daii,MS,7
Valea Sapartocului,MS,6
Ludus,MS,16000
Avramesti,MS,208
Cioarga,MS,209
Ciurgau,MS,89
Fundatura,MS,5
Gheja,MS,1429
Rosiori,MS,849
Reghin,MS,35004
Apalina,MS,2863
Iernuteni,MS,1373
Sovata,MS,8935
Capeti,MS,178
Iliesi,MS,452
Sacadat,MS,937
Sarateni,MS,1610
Tarnaveni,MS,28634
Botorca,MS,406
Bobohalma,MS,1480
Acatari,MS,1062
Corbesti,MS,116
Gaiesti,MS,446
Gruisor,MS,296
Murgesti,MS,502
Roteni,MS,851
Stejeris,MS,350
Suveica,MS,296
Valenii,MS,786
Adamus,MS,2128
Chincius,MS,40
Cornesti,MS,1324
Craiesti,MS,1291
Dambau,MS,1229
Herepea,MS,72
Alunis,MS,2154
Fitcau,MS,481
Lunca Muresului,MS,732
Apold,MS,691
Daia,MS,574
Saes,MS,1112
Vulcan,MS,94
Atintis,MS,723
Botez,MS,203
Cecalaca,MS,436
Istihaza,MS,223
Maldaoci,MS,0
Saniacob,MS,36
Bahnea,MS,1850
Bernadea,MS,194
Cund,MS,197
Daia,MS,261
Gogan,MS,724
Idiciu,MS,371
Lepindea,MS,270
Band,MS,3441
